ChunkContent,Subject,Predicate,Object,Confidence,Expert Answer,Short Justification,<- Fill the Answers in these columns
"However, some active ingredients, for example, vitreosilla ferment, are not soluble in water. Thus, it is not easy for them to suspend in hydrous gel-like product stably.
Additionally, some cosmetic products in the market are easily to result in noodles upon application, which is not preferred for consumers.
Thus, it is desired to have a cosmetic product comprising a water insoluble active ingredient without the risk of noodles.
Meanwhile, it is desired to have a cosmetic product with a low viscosity to deliver a fresh sensory.
",vitreosilla ferment,suspend in,hydrous gel-like product,0.85,,,
"However, some active ingredients, for example, vitreosilla ferment, are not soluble in water. Thus, it is not easy for them to suspend in hydrous gel-like product stably.
Additionally, some cosmetic products in the market are easily to result in noodles upon application, which is not preferred for consumers.
Thus, it is desired to have a cosmetic product comprising a water insoluble active ingredient without the risk of noodles.
Meanwhile, it is desired to have a cosmetic product with a low viscosity to deliver a fresh sensory.
",cosmetic product,result in,noodles,0.88,,,
"However, some active ingredients, for example, vitreosilla ferment, are not soluble in water. Thus, it is not easy for them to suspend in hydrous gel-like product stably.
Additionally, some cosmetic products in the market are easily to result in noodles upon application, which is not preferred for consumers.
Thus, it is desired to have a cosmetic product comprising a water insoluble active ingredient without the risk of noodles.
Meanwhile, it is desired to have a cosmetic product with a low viscosity to deliver a fresh sensory.
",cosmetic product,comprising,water insoluble active ingredient,0.92,,,
"However, some active ingredients, for example, vitreosilla ferment, are not soluble in water. Thus, it is not easy for them to suspend in hydrous gel-like product stably.
Additionally, some cosmetic products in the market are easily to result in noodles upon application, which is not preferred for consumers.
Thus, it is desired to have a cosmetic product comprising a water insoluble active ingredient without the risk of noodles.
Meanwhile, it is desired to have a cosmetic product with a low viscosity to deliver a fresh sensory.
",cosmetic product,deliver,a fresh sensory,0.87,,,
"SUMMARY OF THE INVENTION The inventors have found that such a need can be achieved by the present invention.
Thus, in a first aspect, the present invention provides a composition for caring for keratin materials in form of hydrous gel, comprising:
a) at least one water insoluble active ingredient; b) from 0.05 wt.% to 0.3 wt.% of at least one crosslinked acrylic acid homopolymer;
c) from 0.05 wt.% to 0.2 wt.% of at least one xanthan gum; and d) from 0.02 wt.% to 0.2 wt.% of at least one polymer selected from aIginic acid and alginates,
wherein the content is calculated based on the total weight of the composition.
The water insoluble active ingredient can stably suspend in the composition. In addition, the composition according to the present invention also provides a fresh skin feeling after application, meanwhile, there is no risk for noodles.
The composition according to the present invention may be used for caring for keratin materials, in particular, the skin.
In a second aspect, the present invention provides a non-therapeutic process for caring for keratin materials, in particular the skin, comprising the step of applying the composition as described above to the keratin material.
2
5
10
15
20
25
30
35
WO 2023/060387 PCT/CN2021/123045
Other subjects and characteristics, aspects and advantages of the invention will emerge even more clearly on reading the description and the examples that follow.
",the present invention,provides,a composition for caring for keratin materials,0.95,,,
"SUMMARY OF THE INVENTION The inventors have found that such a need can be achieved by the present invention.
Thus, in a first aspect, the present invention provides a composition for caring for keratin materials in form of hydrous gel, comprising:
a) at least one water insoluble active ingredient; b) from 0.05 wt.% to 0.3 wt.% of at least one crosslinked acrylic acid homopolymer;
c) from 0.05 wt.% to 0.2 wt.% of at least one xanthan gum; and d) from 0.02 wt.% to 0.2 wt.% of at least one polymer selected from aIginic acid and alginates,
wherein the content is calculated based on the total weight of the composition.
The water insoluble active ingredient can stably suspend in the composition. In addition, the composition according to the present invention also provides a fresh skin feeling after application, meanwhile, there is no risk for noodles.
The composition according to the present invention may be used for caring for keratin materials, in particular, the skin.
In a second aspect, the present invention provides a non-therapeutic process for caring for keratin materials, in particular the skin, comprising the step of applying the composition as described above to the keratin material.
2
5
10
15
20
25
30
35
WO 2023/060387 PCT/CN2021/123045
Other subjects and characteristics, aspects and advantages of the invention will emerge even more clearly on reading the description and the examples that follow.
",the composition,comprises,at least one water insoluble active ingredient,0.92,,,
"SUMMARY OF THE INVENTION The inventors have found that such a need can be achieved by the present invention.
Thus, in a first aspect, the present invention provides a composition for caring for keratin materials in form of hydrous gel, comprising:
a) at least one water insoluble active ingredient; b) from 0.05 wt.% to 0.3 wt.% of at least one crosslinked acrylic acid homopolymer;
c) from 0.05 wt.% to 0.2 wt.% of at least one xanthan gum; and d) from 0.02 wt.% to 0.2 wt.% of at least one polymer selected from aIginic acid and alginates,
wherein the content is calculated based on the total weight of the composition.
The water insoluble active ingredient can stably suspend in the composition. In addition, the composition according to the present invention also provides a fresh skin feeling after application, meanwhile, there is no risk for noodles.
The composition according to the present invention may be used for caring for keratin materials, in particular, the skin.
In a second aspect, the present invention provides a non-therapeutic process for caring for keratin materials, in particular the skin, comprising the step of applying the composition as described above to the keratin material.
2
5
10
15
20
25
30
35
WO 2023/060387 PCT/CN2021/123045
Other subjects and characteristics, aspects and advantages of the invention will emerge even more clearly on reading the description and the examples that follow.
",the composition,comprises,from 0.05 wt.% to 0.3 wt.% of at least one crosslinked acrylic acid homopolymer,0.9,,,
"SUMMARY OF THE INVENTION The inventors have found that such a need can be achieved by the present invention.
Thus, in a first aspect, the present invention provides a composition for caring for keratin materials in form of hydrous gel, comprising:
a) at least one water insoluble active ingredient; b) from 0.05 wt.% to 0.3 wt.% of at least one crosslinked acrylic acid homopolymer;
c) from 0.05 wt.% to 0.2 wt.% of at least one xanthan gum; and d) from 0.02 wt.% to 0.2 wt.% of at least one polymer selected from aIginic acid and alginates,
wherein the content is calculated based on the total weight of the composition.
The water insoluble active ingredient can stably suspend in the composition. In addition, the composition according to the present invention also provides a fresh skin feeling after application, meanwhile, there is no risk for noodles.
The composition according to the present invention may be used for caring for keratin materials, in particular, the skin.
In a second aspect, the present invention provides a non-therapeutic process for caring for keratin materials, in particular the skin, comprising the step of applying the composition as described above to the keratin material.
2
5
10
15
20
25
30
35
WO 2023/060387 PCT/CN2021/123045
Other subjects and characteristics, aspects and advantages of the invention will emerge even more clearly on reading the description and the examples that follow.
",the composition,comprises,from 0.05 wt.% to 0.2 wt.% of at least one xanthan gum,0.9,,,
"SUMMARY OF THE INVENTION The inventors have found that such a need can be achieved by the present invention.
Thus, in a first aspect, the present invention provides a composition for caring for keratin materials in form of hydrous gel, comprising:
a) at least one water insoluble active ingredient; b) from 0.05 wt.% to 0.3 wt.% of at least one crosslinked acrylic acid homopolymer;
c) from 0.05 wt.% to 0.2 wt.% of at least one xanthan gum; and d) from 0.02 wt.% to 0.2 wt.% of at least one polymer selected from aIginic acid and alginates,
wherein the content is calculated based on the total weight of the composition.
The water insoluble active ingredient can stably suspend in the composition. In addition, the composition according to the present invention also provides a fresh skin feeling after application, meanwhile, there is no risk for noodles.
The composition according to the present invention may be used for caring for keratin materials, in particular, the skin.
In a second aspect, the present invention provides a non-therapeutic process for caring for keratin materials, in particular the skin, comprising the step of applying the composition as described above to the keratin material.
2
5
10
15
20
25
30
35
WO 2023/060387 PCT/CN2021/123045
Other subjects and characteristics, aspects and advantages of the invention will emerge even more clearly on reading the description and the examples that follow.
",the composition,comprises,from 0.02 wt.% to 0.2 wt.% of at least one polymer selected from alginic acid and alginates,0.88,,,
"SUMMARY OF THE INVENTION The inventors have found that such a need can be achieved by the present invention.
Thus, in a first aspect, the present invention provides a composition for caring for keratin materials in form of hydrous gel, comprising:
a) at least one water insoluble active ingredient; b) from 0.05 wt.% to 0.3 wt.% of at least one crosslinked acrylic acid homopolymer;
c) from 0.05 wt.% to 0.2 wt.% of at least one xanthan gum; and d) from 0.02 wt.% to 0.2 wt.% of at least one polymer selected from aIginic acid and alginates,
wherein the content is calculated based on the total weight of the composition.
The water insoluble active ingredient can stably suspend in the composition. In addition, the composition according to the present invention also provides a fresh skin feeling after application, meanwhile, there is no risk for noodles.
The composition according to the present invention may be used for caring for keratin materials, in particular, the skin.
In a second aspect, the present invention provides a non-therapeutic process for caring for keratin materials, in particular the skin, comprising the step of applying the composition as described above to the keratin material.
2
5
10
15
20
25
30
35
WO 2023/060387 PCT/CN2021/123045
Other subjects and characteristics, aspects and advantages of the invention will emerge even more clearly on reading the description and the examples that follow.
",the composition,can stably suspend,water insoluble active ingredient,0.91,,,
"SUMMARY OF THE INVENTION The inventors have found that such a need can be achieved by the present invention.
Thus, in a first aspect, the present invention provides a composition for caring for keratin materials in form of hydrous gel, comprising:
a) at least one water insoluble active ingredient; b) from 0.05 wt.% to 0.3 wt.% of at least one crosslinked acrylic acid homopolymer;
c) from 0.05 wt.% to 0.2 wt.% of at least one xanthan gum; and d) from 0.02 wt.% to 0.2 wt.% of at least one polymer selected from aIginic acid and alginates,
wherein the content is calculated based on the total weight of the composition.
The water insoluble active ingredient can stably suspend in the composition. In addition, the composition according to the present invention also provides a fresh skin feeling after application, meanwhile, there is no risk for noodles.
The composition according to the present invention may be used for caring for keratin materials, in particular, the skin.
In a second aspect, the present invention provides a non-therapeutic process for caring for keratin materials, in particular the skin, comprising the step of applying the composition as described above to the keratin material.
2
5
10
15
20
25
30
35
WO 2023/060387 PCT/CN2021/123045
Other subjects and characteristics, aspects and advantages of the invention will emerge even more clearly on reading the description and the examples that follow.
",the composition,provides,a fresh skin feeling after application,0.87,,,
